C:\Users\ayush\OneDrive\Desktop\SimulationData\IMG\center_2024_03_19_23_44_44_881.jpg,C:\Users\ayush\OneDrive\Desktop\SimulationData\IMG\left_2024_03_19_23_44_44_881.jpg,C:\Users\ayush\OneDrive\Desktop\SimulationData\IMG\right_2024_03_19_23_44_44_881.jpg,0,0,0,17.00702
C:\Users\ayush\OneDrive\Desktop\SimulationData\IMG\center_2024_03_19_23_44_44_957.jpg,C:\Users\ayush\OneDrive\Desktop\SimulationData\IMG\left_2024_03_19_23_44_44_957.jpg,C:\Users\ayush\OneDrive\Desktop\SimulationData\IMG\right_2024_03_19_23_44_44_957.jpg,0,0,0,16.87159
C:\Users\ayush\OneDrive\Desktop\SimulationData\IMG\center_2024_03_19_23_44_45_033.jpg,C:\Users\ayush\OneDrive\Desktop\SimulationData\IMG\left_2024_03_19_23_44_45_033.jpg,C:\Users\ayush\OneDrive\Desktop\SimulationData\IMG\right_2024_03_19_23_44_45_033.jpg,-0.1,0,0,16.73393
C:\Users\ayush\OneDrive\Desktop\SimulationData\IMG\center_2024_03_19_23_44_45_106.jpg,C:\Users\ayush\OneDrive\Desktop\SimulationData\IMG\left_2024_03_19_23_44_45_106.jpg,C:\Users\ayush\OneDrive\Desktop\SimulationData\IMG\right_2024_03_19_23_44_45_106.jpg,-0.25,0,0,16.61487
C:\Users\ayush\OneDrive\Desktop\SimulationData\IMG\center_2024_03_19_23_44_45_184.jpg,C:\Users\ayush\OneDrive\Desktop\SimulationData\IMG\left_2024_03_19_23_44_45_184.jpg,C:\Users\ayush\OneDrive\Desktop\SimulationData\IMG\right_2024_03_19_23_44_45_184.jpg,0,0,0,16.45389
C:\Users\ayush\OneDrive\Desktop\SimulationData\IMG\center_2024_03_19_23_44_45_259.jpg,C:\Users\ayush\OneDrive\Desktop\SimulationData\IMG\left_2024_03_19_23_44_45_259.jpg,C:\Users\ayush\OneDrive\Desktop\SimulationData\IMG\right_2024_03_19_23_44_45_259.jpg,0,0,0,16.31062
C:\Users\ayush\OneDrive\Desktop\SimulationData\IMG\center_2024_03_19_23_44_45_334.jpg,C:\Users\ayush\OneDrive\Desktop\SimulationData\IMG\left_2024_03_19_23_44_45_334.jpg,C:\Users\ayush\OneDrive\Desktop\SimulationData\IMG\right_2024_03_19_23_44_45_334.jpg,-0.2,0,0,16.1634
C:\Users\ayush\OneDrive\Desktop\SimulationData\IMG\center_2024_03_19_23_44_45_409.jpg,C:\Users\ayush\OneDrive\Desktop\SimulationData\IMG\left_2024_03_19_23_44_45_409.jpg,C:\Users\ayush\OneDrive\Desktop\SimulationData\IMG\right_2024_03_19_23_44_45_409.jpg,0,0,0,16.04922
C:\Users\ayush\OneDrive\Desktop\SimulationData\IMG\center_2024_03_19_23_44_45_485.jpg,C:\Users\ayush\OneDrive\Desktop\SimulationData\IMG\left_2024_03_19_23_44_45_485.jpg,C:\Users\ayush\OneDrive\Desktop\SimulationData\IMG\right_2024_03_19_23_44_45_485.jpg,0,0,0,15.90455
C:\Users\ayush\OneDrive\Desktop\SimulationData\IMG\center_2024_03_19_23_44_45_565.jpg,C:\Users\ayush\OneDrive\Desktop\SimulationData\IMG\left_2024_03_19_23_44_45_565.jpg,C:\Users\ayush\OneDrive\Desktop\SimulationData\IMG\right_2024_03_19_23_44_45_565.jpg,-0.2,0.2367243,0,15.90141
C:\Users\ayush\OneDrive\Desktop\SimulationData\IMG\center_2024_03_19_23_44_45_637.jpg,C:\Users\ayush\OneDrive\Desktop\SimulationData\IMG\left_2024_03_19_23_44_45_637.jpg,C:\Users\ayush\OneDrive\Desktop\SimulationData\IMG\right_2024_03_19_23_44_45_637.jpg,0,0.4571115,0,16.14367
C:\Users\ayush\OneDrive\Desktop\SimulationData\IMG\center_2024_03_19_23_44_45_719.jpg,C:\Users\ayush\OneDrive\Desktop\SimulationData\IMG\left_2024_03_19_23_44_45_719.jpg,C:\Users\ayush\OneDrive\Desktop\SimulationData\IMG\right_2024_03_19_23_44_45_719.jpg,-0.1,0.703731,0,16.66131
C:\Users\ayush\OneDrive\Desktop\SimulationData\IMG\center_2024_03_19_23_44_45_792.jpg,C:\Users\ayush\OneDrive\Desktop\SimulationData\IMG\left_2024_03_19_23_44_45_792.jpg,C:\Users\ayush\OneDrive\Desktop\SimulationData\IMG\right_2024_03_19_23_44_45_792.jpg,-0.3,0.9243741,0,17.30996
C:\Users\ayush\OneDrive\Desktop\SimulationData\IMG\center_2024_03_19_23_44_45_864.jpg,C:\Users\ayush\OneDrive\Desktop\SimulationData\IMG\left_2024_03_19_23_44_45_864.jpg,C:\Users\ayush\OneDrive\Desktop\SimulationData\IMG\right_2024_03_19_23_44_45_864.jpg,0,1,0,17.93192
C:\Users\ayush\OneDrive\Desktop\SimulationData\IMG\center_2024_03_19_23_44_45_939.jpg,C:\Users\ayush\OneDrive\Desktop\SimulationData\IMG\left_2024_03_19_23_44_45_939.jpg,C:\Users\ayush\OneDrive\Desktop\SimulationData\IMG\right_2024_03_19_23_44_45_939.jpg,-0.1,1,0,18.75601
C:\Users\ayush\OneDrive\Desktop\SimulationData\IMG\center_2024_03_19_23_44_46_019.jpg,C:\Users\ayush\OneDrive\Desktop\SimulationData\IMG\left_2024_03_19_23_44_46_019.jpg,C:\Users\ayush\OneDrive\Desktop\SimulationData\IMG\right_2024_03_19_23_44_46_019.jpg,-0.3,1,0,19.54049
C:\Users\ayush\OneDrive\Desktop\SimulationData\IMG\center_2024_03_19_23_44_46_094.jpg,C:\Users\ayush\OneDrive\Desktop\SimulationData\IMG\left_2024_03_19_23_44_46_094.jpg,C:\Users\ayush\OneDrive\Desktop\SimulationData\IMG\right_2024_03_19_23_44_46_094.jpg,0,1,0,20.34856
C:\Users\ayush\OneDrive\Desktop\SimulationData\IMG\center_2024_03_19_23_44_46_173.jpg,C:\Users\ayush\OneDrive\Desktop\SimulationData\IMG\left_2024_03_19_23_44_46_173.jpg,C:\Users\ayush\OneDrive\Desktop\SimulationData\IMG\right_2024_03_19_23_44_46_173.jpg,-0.1,1,0,21.1528
